Custid,BillAmt_1,BillAmt_2,BillAmt_3
5676,25.9,5.98,8.55
5677,2.4,1.88,0.24
5678,10.47,2.33,2.5
5679,5.16,1.14,2.58
5680,6.67,0.73,1.55
5681,11.4,3.53,0.78
5682,17.11,3.33,5.69
5683,22.76,4.52,4.55
5684,11.55,1.87,3.27
5685,8.44,0.34,2.36
5686,21.64,3.54,7.14
5687,13.55,5.23,2.42
5688,26.96,2.29,6.46
5689,6.04,2.23,2
5690,29.24,3.03,4.26
5691,7.96,2.44,2.4
5692,13.38,2.71,3.07
5693,11.4,1.75,5.69
5694,6.73,1.71,2.03
5695,27.32,2.69,3.54
5696,5.72,3.22,3.42
5697,6.81,3.77,2.73
5698,11.47,2.12,3.66
5699,6.48,1.89,2.41
5700,13.9,1.75,2.38
5701,2.82,1.15,3.3
5702,10.47,2,2.69
5703,6.51,0.88,1.25
5704,6.67,4.22,2.71
5705,24.18,12.31,9.23
5706,5.86,1.78,1.64
5707,14.17,2.05,4.32
5708,15.76,1.45,2.22
5709,12.87,3.97,4.58
5710,11.55,2.25,3.79
5711,6.95,0.46,3.22
5712,11.28,1.82,3.65
5713,10.76,2.54,2.09
5714,24.79,3.28,9.09
5715,10.87,2.13,4.91
5716,6.8,2.4,2.82
5717,10.22,3.05,3.14
5718,5.68,3.44,2.03
5719,16.62,1.2,2.65
5720,9.02,1.86,0.99
5721,11.28,2.91,2.2
5722,12.69,0.91,1.6
5723,38.26,3.19,8.69
5724,14.58,1.91,3.21
5725,5.27,0.36,2.07
5726,9.05,1.52,3.08
5727,15.5,3.65,9.58
5728,1.76,2.03,2.23
5729,10.47,1.18,2.39
5730,7.51,1.75,2.55
5731,5.59,2,1.9
5732,17.03,1.97,2.08
5733,22.31,1.23,5.65
5734,15.91,4.45,6.3
5735,7.81,2.54,0.95
5736,4.59,0.81,0.95
5737,15.65,2.59,3.88
5738,6.38,2.56,1.58
5739,10.25,3.32,2.01
5740,7.3,2.03,2.14
5741,17.33,2.57,2.53
5742,18.14,5.54,5.71
5743,6.52,3.32,6.65
5744,9.6,2.03,2.74
5745,5.74,0.83,3.38
5746,5.01,0.72,2.81
5747,13.6,0.41,4.06
5748,14.98,3.65,1.17
5749,8.72,3.21,2.23
5750,11.29,1.73,2.5
5751,21.37,4.41,8.86
5752,10.65,4.72,4.46
5753,16.31,2.22,4.42
5754,9.27,2.02,1.94
5755,15.44,3.63,3.44
5756,20.36,4.38,4.85
5757,13.55,3.82,2.29
5758,15.46,4.24,2.73
5759,18.06,2.82,3.19
5760,8.86,0.97,1.46
5761,12.92,2.54,0.99
5762,11.56,1.51,4.78
5763,9.14,1.73,2.57
5764,4.9,1.28,1.75
5765,17.01,0.85,2.56
5766,22.57,7.7,14.25
5767,17.5,3.23,3.37
5768,6.84,2.57,1.51
5769,4.48,1.31,1.33
5770,6.31,3.71,1.55
5771,10.41,3.16,1.9
5772,15.47,0.37,3.22
5773,9.75,1.4,1.46
5774,12.23,4.98,3.19
5775,7.92,0.64,2.21
5776,12.87,1.45,1.76
5777,18.67,0.26,4.6
5778,10.92,2.06,3.72
5779,9.13,2.94,2.56
5780,25.18,2.62,6.76
5781,9.28,1.33,2.45
5782,6.68,3.56,2.35
5783,7.48,1.41,2.17
5784,9.6,1.83,2.93
5785,28.19,3.2,6.02
5786,12.51,3.56,2.31
5787,19.99,3.81,4.51
5788,21.04,6.5,5.92
5789,10.46,1.25,2.46
5790,18.97,7.11,8.92
5791,17.2,1.15,3.78
5792,14.61,3.4,2.67
5793,13.46,3.09,3.74
5794,6.45,3.16,1.25
5795,12.1,1.76,4.58
5796,6.35,2.24,0.97
5797,7.93,0.89,0.86
5798,7.97,3.01,1.43
5799,8.78,3.07,3.07
5800,25.95,5.23,5.09
5801,5.65,0.99,2
5802,6.36,2.09,5.95
5803,12.81,1.84,3.82
5804,11.65,2.94,2.65
5805,7.84,0.65,3
5806,9.48,4.06,5.2
5807,8.67,1.43,2.6
5808,2.45,2.04,1.08
5809,10.35,3.19,4.96
5810,3.99,1.35,1.85
5811,15.68,2.76,13.64
5812,10.38,4.22,3.09
5813,5.07,2.68,1.33
5814,5.48,3.16,2.06
5815,12.34,6.73,5.81
5816,9.49,1.89,2.76
5817,10.29,1.78,3.61
5818,14.85,5.4,16.08
5819,4.88,0.64,1.24
5820,11.01,3.2,4.33
5821,5.51,2.31,1.21
5822,15.55,1.81,2.24
5823,13.59,4.58,10.97
5824,23.95,5.56,12.41
5825,22.54,5.33,9.47
5826,12.44,2.2,2.13
5827,20.87,4.06,5.73
5828,2.87,2.47,2.23
5829,8.67,2.72,2.47
5830,16.97,1.82,4.32
5831,15.4,3.34,8.65
5832,10.42,3.34,4.47
5833,1.52,2.32,0.45
5834,3.61,1.15,1.13
5835,1.68,0.96,0.99
5836,10.33,2.77,1.65
5837,12.32,1.4,4.43
5838,11.39,1.75,1.94
5839,7.52,3.16,3.27
5840,22.42,5.04,6.39
5841,20.55,2.56,3.98
5842,12.81,3.61,3.62
5843,6.85,1.59,2.27
5844,15.78,9.95,9.04
5845,14.23,2.21,3.89
5846,23.98,3.82,6.63
5847,2.47,1.54,0.77
5848,15.96,1.48,2.37
5849,20.37,2.39,7.37
5850,13.83,6.75,8.32
5851,15.01,5.46,13.38
5852,22.15,5.33,8.82
5853,4.82,4.26,1.8
5854,11.61,3.12,1.35
5855,13.33,2.89,2.26
5856,9.73,3.85,6.99
5857,8.58,3.46,1.61
5858,14.84,2.94,4.52
5859,5.51,5.07,2.19
5860,12.13,0.84,3.27
5861,27.61,3.34,6.9
5862,8.94,4.7,2.97
5863,14.73,2.58,2.38
5864,19.31,1.48,5.79
5865,8.64,1.1,2.85
5866,6.85,3.59,2.63
5867,10.72,2.04,1.81
5868,15.49,6.03,7.5
5869,16.82,2.37,3.42
5870,8.34,3.22,2.62
5871,8.88,5.29,5.41
5872,5.04,2,1.46
5873,13.48,3.84,2.24
5874,25.85,2.13,7.75
5875,9.81,2.88,2.06
5876,13.77,2.04,2.94
5877,16.17,4.21,2.78
5878,6.63,3.27,2.27
5879,4.87,2.65,0.51
5880,9.34,4.2,3.44
5881,8.07,0.38,2.62
5882,25.94,5.75,6.31
5883,14.66,0.95,5.31
5884,10.43,2.2,3.17
5885,14.51,1.4,2.61
5886,11.78,2.65,1.81
5887,8.56,2.25,2.48
5888,23.65,2.9,4.97
5889,3.99,2.99,2.27
5890,9.28,2.14,2.1
5891,6.67,2.51,2.11
5892,8.47,2.37,3
5893,7.44,1.92,4.69
5894,7.18,1.06,2.17
5895,12.88,4.6,3.48
5896,8.31,2.76,1.91
5897,11,1.71,1.94
5898,19.42,2.1,3.13
5899,5.64,1.98,1.16
5900,3.3,1.5,1.29
5901,27.23,21.55,12.83
5902,11.66,2.56,5.88
5903,6.21,3.16,4.26
5904,8.79,1.22,2.93
5905,10.15,3.06,2.83
5906,2.24,0.67,0.37
5907,16.14,2.86,7.49
5908,23.77,3.71,9.69
5909,9.14,3.6,0.92
5910,12.1,3.14,2.17
5911,27.48,12.05,8.36
5912,16.81,7.36,1.96
5913,17.83,2.43,1.98
5914,14,2.69,2.84
5915,14.67,1.33,2.24
5916,19.97,3.43,4.38
5917,24.55,4.79,7.49
5918,9.32,2.64,1.63
5919,10.19,1.77,3.22
5920,4.02,1.31,2.69
5921,9.91,1.63,1
5922,11.24,1.31,5.17
5923,3.44,1.19,0.74
5924,8.33,3.5,2.84
5925,18.66,2.93,5.55
5926,27.43,16.34,18.4
5927,17.82,5.3,14.29
5928,4.32,3.34,1.21
5929,11.25,0.63,3.52
5930,15.88,3.71,2.43
5931,2.76,0.23,0.44
5932,3.54,2.47,2.52
5933,4.37,2.71,2.2
5934,12.5,3.33,3.34
5935,18.01,5.23,8.31
5936,5.06,0.64,2.19
5937,17.2,3.37,5.82
5938,8.22,2.4,4.36
5939,20.49,7.82,4.42
5940,18.61,1.04,4.43
5941,15.24,3.46,3.42
5942,8.87,2.95,1.91
5943,9.5,1.42,2.68
5944,19.66,11.09,28.74
5945,16.36,5.02,6.76
5946,21.37,3,3.87
5947,7.45,0.41,1.58
5948,13.39,2.01,4.03
5949,5.55,1.64,1.04
5950,6.78,2.22,2.41
5951,1.56,2.1,1.9
5952,21.05,3.05,2.37
5953,4.67,2.7,1.94
5954,10.15,2.11,5.14
5955,17.79,8.4,6.05
5956,16.93,1.09,9.28
5957,26.07,2.17,4.47
5958,20.82,2.17,3.3
5959,25.91,4.29,10.77
5960,8.8,3.26,0.76
5961,6.41,2.71,0.7
5962,0.83,0.98,0.35
5963,19.76,3.9,4.69
5964,11.68,2.39,2.03
5965,17.78,4.18,1.94
5966,6.45,1.69,0.77
5967,10.02,2.57,1.62
5968,7.04,0.42,0.66
5969,11.99,5.88,4.23
5970,3.62,3.44,2.76
5971,12.56,4.56,3.44
5972,11.01,2.83,3.71
5973,7.56,3.01,1.77
5974,42.77,15.73,14.82
5975,5.8,2.7,2.4
5976,7.41,2.95,1.83
5977,9.41,3.74,1.82
5978,7.89,1.8,1.07
5979,8.39,2.44,3.64
5980,7.53,1.23,2.33
5981,12.13,3.95,3.05
5982,32.8,6.27,10.92
5983,19.45,5.65,4.18
5984,7.61,2.82,1.1
5985,11.18,4.3,5.96
5986,21.78,3.17,5.16
5987,7.97,0.42,2.75
5988,5.99,3.19,5.27
5989,7.77,0.57,0.93
5990,6.87,2.67,3.71
5991,6.65,1.3,3.65
5992,8.29,0.69,1.45
5993,5.33,2.14,2.13
5994,18.26,9.65,6.94
5995,20.23,4.62,9.07
5996,14.27,0.46,4.49
5997,20.28,3.82,4.81
5998,11.51,3.83,1.61
5999,12.22,2.66,2.01
6000,14.12,2.48,2.67
6001,8.79,2.83,1.59
6002,4.97,3.3,0.68
6003,8.35,1.32,2.19
6004,29.82,4.2,16.17
6005,17.57,3.21,4.78
6006,14.72,4.33,7.4
6007,6.89,4.24,1.94
6008,9.27,2.82,4.43
6009,6,1.23,2.6
6010,5.57,1.26,2.77
6011,3.52,4.72,1.92
6012,14.2,1.43,9.59
6013,8.32,2.26,2.58
6014,15.86,3.14,2.26
6015,22.31,2.35,4.35
6016,7.98,1.48,4.56
6017,6.02,2.69,2.63
6018,7.6,0.48,2.68
6019,25.56,6.95,8.9
6020,30.21,5,12.14
6021,18.25,3.95,1.92
6022,5.16,0.83,4.16
6023,10.61,1.52,1.39
6024,4.71,1.2,1.2
6025,18.82,2,5.73
6026,1.76,0.16,1.08
6027,6.83,1.64,1.6
6028,3.72,2.15,1.64
6029,8.29,2.37,1.33
6030,22.71,7.72,10.54
6031,30.04,8.49,9.49
6032,7.32,1.3,1.81
6033,11.41,1.84,3.55
6034,17.84,1.24,1.82
6035,23.61,6.11,7.42
6036,6.08,1.8,1.88
6037,3.24,2.4,1.97
6038,7.16,5.9,8.31
6039,4.76,3.34,2.04
6040,8.19,2.71,1.9
6041,19.02,5.93,9.57
6042,10.1,3.37,3.68
6043,19.92,3.35,11.37
6044,31.61,2.74,3.78
6045,6.57,17.54,14.08
6046,19.87,7.52,5.59
6047,5.09,1.82,0.99
6048,12.19,1.74,0.99
6049,13.29,3.56,2.65
6050,17.3,4.22,3.57
6051,3.6,4.61,6.06
6052,11.83,3.64,3.47
6053,14.98,3.87,3.38
6054,10.49,2.23,3.92
6055,17.99,4.27,3
6056,16.2,0.53,3.1
6057,6.67,2,10.08
6058,19.11,0.47,2.7
6059,15.39,3.43,3.03
6060,8.14,1.91,0.66
6061,7.96,2.96,1.35
6062,17.13,0.62,3.12
6063,6.86,0.67,1.59
6064,8.33,1.67,2.6
6065,23.89,2.67,4.89
6066,26.75,3.86,2.95
6067,19.4,16.45,25.01
6068,6.67,1.07,2.33
6069,19.84,4.28,11.44
6070,6.74,2.73,2.55
6071,24.15,1.5,3.17
6072,9.74,2.88,3.09
6073,10.36,1.46,4.53
6074,7.09,1.16,1.92
6075,3.05,2.02,1.78
6076,8.61,2.24,5.51
6077,20.1,1,3.43
6078,13.76,2.11,3.52
6079,12.11,1.92,20.24
6080,20.42,5.64,6.02
6081,9.01,2.63,1.7
6082,12.79,1.66,3.35
6083,12.21,0.94,1.73
6084,7.32,2.68,1.18
6085,12.87,5.02,6.65
6086,10.3,2.92,2.24
6087,10.51,1.91,2.98
6088,22.54,8.91,7.46
6089,19.97,3.55,1.57
6090,4.46,3.42,1.71
6091,6.98,2.56,2.21
6092,27.59,5.09,21.45
6093,33.62,4.28,8.13
6094,20.07,5.72,6.25
6095,19.98,3.87,3.21
6096,10.11,2.17,2.57
6097,10.13,4.14,5.85
6098,14.11,2.47,11.47
6099,23.33,1,3.73
6100,22.16,7.38,3.01
6101,10.63,0.81,2.88
6102,20.34,3.42,6.1
6103,12.58,3.24,11.92
6104,18.12,3.12,3.62
6105,23.23,2.49,4.03
6106,21.16,3.31,6.31
6107,6.87,2.03,4.53
6108,8.21,0.34,1.53
6109,14.82,2.96,2.02
6110,9.08,2.25,5.93
6111,23.49,3.28,2.48
6112,12.11,1.77,4.32
6113,7.33,2.23,1.01
6114,10.07,1.48,2.77
6115,9.96,1.88,3.69
6116,17.68,1.7,8.54
6117,16.79,5.77,8.53
6118,8.55,0.93,1.32
6119,3.13,2.89,2.4
6120,6.07,1.26,1.07
6121,19.86,3.89,4.45
6122,9.55,2.09,2.79
6123,5.38,1.33,1.76
6124,4.54,3.74,2.53
6125,10.7,1.61,2.35
6126,8.22,1.93,2.87
6127,9.42,1.51,4.66
6128,11.85,3.54,2.89
6129,9.74,4.63,16.92
6130,26.17,3.62,4.46
6131,12.44,3.09,2.83
6132,17.22,2.2,2.4
6133,18.18,0.47,4.16
6134,10.04,0.87,3.05
6135,11.98,3.78,2.39
6136,18.09,4.89,6.99
6137,1.77,1.45,1.24
6138,16.09,4.63,6.4
6139,11.4,3.41,5.39
6140,17.83,3.07,1.58
6141,10.47,3.62,2.71
6142,8.58,0.52,2.14
6143,22.47,4.57,11.41
6144,29.51,2.91,5.61
6145,8.4,3.12,1.49
6146,12.37,3.24,2.67
6147,15.64,2.18,6.32
6148,18.74,4.22,18.62
6149,23.09,2.56,6.11
6150,27.69,7.61,18.98
6151,5.7,0.34,0.97
6152,13.97,1.25,3.72
6153,21.64,8.1,6.27
6154,10.7,2.76,4.78
6155,7.58,1.92,1.98
6156,7.27,1.36,2.12
6157,5.84,2.38,1.87
6158,8.25,9.71,11.48
6159,3.88,1.39,2.21
6160,16.13,7.01,4.8
6161,7.91,0.68,2.14
6162,7.24,3.48,1.53
6163,7.42,1.88,4.26
6164,1.36,3.03,1.14
6165,14.44,6.94,4.96
6166,17.64,7.25,5.57
6167,10.6,3.14,3.49
6168,4.38,0.66,1.03
6169,20.44,3.67,7.44
6170,8.89,5.35,6.66
6171,13.62,3.82,2.1
6172,6.21,0.19,1.43
6173,18.27,0.93,12.87
6174,13.81,2.99,3.61
6175,29.36,8.17,1.17
6176,14.62,1.14,3.05
6177,7.02,2.36,1.82
6178,9.98,2,5.82
6179,8.84,1.08,4.54
6180,13.6,0.56,2.25
6181,9.36,2.78,1.8
6182,6.54,1.61,1.11
6183,13.47,2.6,2.44
6184,38.79,9.78,11.94
6185,33.62,5.12,4.03
6186,9.55,1.94,1.75
6187,11.83,3.21,3.82
6188,19.48,4.4,7.71
6189,9.47,2.32,2.18
6190,9.63,0.97,3
6191,16.99,6.11,1.11
6192,12.01,2.99,2.13
6193,17.41,1.66,4.96
6194,12.66,0.77,2.47
6195,16.14,2.74,2.16
6196,8.24,1.73,3.42
6197,8.72,0.62,3.08
6198,15.03,5.58,2.45
6199,10.17,3.27,2.43
6200,29.75,7.22,5.69
6201,8.18,3.59,2.69
6202,17.34,8.17,6.78
6203,9.86,4.45,3.38
6204,5.32,3.29,2.25
6205,27.34,4.06,5.8
6206,13.6,2.8,8.61
6207,28.4,2.62,2.85
6208,8.17,2.43,2.74
6209,10.75,3.37,1.86
6210,3.4,3.2,2.33
6211,20.15,2.55,3.54
6212,18.18,2.18,3.52
6213,18.65,3.86,8.98
6214,3.12,2.52,3.73
6215,14.21,2.62,2.7
6216,6.65,2.03,3.47
6217,8.93,1.71,2.39
6218,7.5,1.97,0.8
6219,15.33,1.86,1.64
6220,15.52,6.75,5.48
6221,8.83,2.99,2.82
6222,8.08,2.8,2.98
6223,11.57,6.48,7.57
6224,11.69,2.34,4.17
6225,7.87,3.74,1.43
6226,7.49,5.07,5.45
6227,15.59,5.04,2.61
6228,7.2,2.91,2.23
6229,24.34,1.73,4.6
6230,20.56,5.18,2.5
6231,9.52,4.63,4.09
6232,16.54,8.44,10.5
6233,24.98,14.68,17.49
6234,10.43,4.14,1.64
6235,6.19,2.19,3.95
6236,14.08,5.16,8.19
6237,13.49,3.27,2.88
6238,33.81,3.1,10.19
6239,9.25,1.95,2.6
6240,13.52,1.78,3.91
6241,7.4,1.51,2.34
6242,8.07,2.86,1.46
6243,16.05,4.73,1.99
6244,5.62,2.9,2.02
6245,14.49,5.94,4.71
6246,7.68,3.28,1.69
6247,8.65,2.54,3.77
6248,8.08,3.75,2.77
6249,3.46,1.43,0.42
6250,23.41,4.01,3.42
6251,8.04,1.22,2.16
6252,18.46,1.64,2.23
6253,9.33,1.54,3.25
6254,9.78,0.91,2.33
6255,36.05,3.23,10.17
6256,2.62,1.82,2.86
6257,6.91,1.97,2.34
6258,11.2,2.17,6.38
6259,15.25,0.93,4.65
6260,16.39,3.04,6.82
6261,8.12,2.21,2.42
6262,4.45,0.65,1.14
6263,5.21,1.19,2.73
6264,9.21,2.5,1.64
6265,14.87,7.7,4.39
6266,9.46,4.02,3.44
6267,14.08,3.26,12.08
6268,5.3,1.63,1.82
6269,9.75,1.49,2.65
6270,14.28,3.56,6.43
6271,7.48,3.39,2.31
6272,14.1,3.11,2.87
6273,2.4,0.33,1.65
6274,15.39,2.8,2.46
6275,5.69,3.17,0.44
6276,7.56,2.19,5.25
6277,14.83,0.91,5.44
6278,6.39,1.13,0.72
6279,11.93,3.34,6.03
6280,3.1,0.41,1.46
6281,27.32,2.49,8.15
6282,13.42,2.53,2.64
6283,12.44,3.21,4.06
6284,10.03,0.59,2.76
6285,13.34,2.98,6.5
6286,17.55,1.94,6.57
6287,9.37,1.73,2.55
6288,12.68,3.05,1.08
6289,13.07,2.72,6.55
6290,14.67,1.01,3.03
6291,8.61,2.57,2.9
6292,10.56,11.1,9.75
6293,30.19,4.05,5.9
6294,8.87,1.47,1.28
6295,13.76,2.56,7.51
6296,6.71,0.94,1.78
6297,13.16,1.04,3.48
6298,7.7,0.83,2.63
6299,8.98,4.06,5.65
6300,16.85,5.27,3.89
6301,13.56,12.83,6.38
6302,19.6,1.84,5.84
6303,9.05,1.75,3.15
6304,7.59,3.98,1.26
6305,21.73,4.73,3.83
6306,12.01,0.76,2.55
6307,35.55,5.83,17.98
6308,6.94,0.31,1.8
6309,25.73,3.37,4.36
6310,21.87,3.4,3.13
6311,6.29,0.72,0.37
6312,9.3,0.3,1.77
6313,13.45,6.44,3.68
6314,18.36,3.6,4.76
6315,13.07,3.99,5.7
6316,9.02,3.57,3.44
6317,21.14,3.58,3.95
6318,8.43,3.2,6.19
6319,6.15,2.21,4.79
6320,3.33,1.2,0.6
6321,6.83,1.66,1.74
6322,5.71,3.27,2.63
6323,14.61,1.31,3.65
6324,11.59,2.42,3.89
6325,22.21,2.83,4.08
6326,20.21,4.72,5.13
6327,8.56,0.97,5.02
6328,18.76,2.48,9.84
6329,19.11,3.39,8.07
6330,18.87,0.59,5.7
6331,6.19,2.11,1.11
6332,13.78,2.87,3
6333,7.61,3.27,1.47
6334,15.55,1.67,4.22
6335,6.7,2.61,1.77
6336,28.56,6.64,6.79
6337,16.27,3.98,3.22
6338,16.58,4.33,5.33
6339,18.72,2.38,4.27
6340,4.57,0.7,2.66
6341,8.35,1.55,1.81
6342,8.59,4.32,3.46
6343,5.35,3.24,2.2
6344,17.84,4.08,5.94
6345,7.94,2.28,0.91
6346,10.9,1.64,2.12
6347,5.56,1.69,2.86
6348,12.2,2.98,3.01
6349,11.63,1.97,2.45
6350,10.34,2.21,3.39
6351,17.14,0.71,3.38
6352,14.23,2.78,2.38
6353,13.03,5.55,5.15
6354,8.3,0.59,2.34
6355,11.26,2.35,2.83
6356,18.03,3.47,2.59
6357,7.2,1.8,2.29
6358,3.72,1.95,2.08
6359,3.46,2.47,2.95
6360,13.11,3.39,7.39
6361,4.84,1,0.8
6362,8.82,2.22,3.36
6363,16.33,3.28,2.91
6364,9.79,4.9,2.36
6365,9,3.19,3.04
6366,25.6,10.31,9.76
6367,8.24,1.31,2.16
6368,10.89,4.55,2.06
6369,12.03,2.25,1.97
6370,23.54,0.69,3.41
6371,23.55,3.24,4.85
6372,28.44,4.23,6.25
6373,17.19,6.53,8.55
6374,14.56,3.86,2.05
6375,3.04,1.83,2.58
6376,24.95,4.94,8.48
6377,3.32,0.3,0.32
6378,7.05,2.37,2.76
6379,5.55,0.43,1.29
6380,5.58,2.41,1.42
6381,14.44,4.75,0.84
6382,21.8,4.75,6.21
6383,20.92,5.06,4.99
6384,12.01,2.39,3.02
6385,10.29,2.04,1.24
6386,22.91,2.56,7.54
6387,17.06,6.03,0.97
6388,24.7,2.54,6.88
6389,5.69,3.09,0.93
6390,29.4,4.32,2.69
6391,7.01,2.63,2.79
6392,16.2,0.37,1.87
6393,11.64,1.78,6.1
6394,7.26,2.71,2.03
6395,28.14,3.74,2.65
6396,5.85,2.31,2.96
6397,3.61,3.98,2.51
6398,8.95,1.38,4.26
6399,9.97,3.46,1.52
6400,11.55,1.82,1.7
6401,2.82,3.13,2.48
6402,10.58,1.1,2.66
6403,10.69,3.02,2.35
6404,4.76,4.21,3.23
6405,23.68,10.55,8.19
6406,5.11,1.23,1.26
6407,11.46,2.11,5.57
6408,14.09,3.96,3.21
6409,11.09,4.41,3.91
6410,13.03,2.3,4.79
6411,9.6,1.62,2.38
6412,8.97,0.47,3.46
6413,10.31,2.15,1.77
6414,21.84,3.03,9.88
6415,9.88,3.55,3.67
6416,8.15,3.24,2.83
6417,6.8,3.72,2.41
6418,7.07,2.37,3.02
6419,14.8,2.48,3.18
6420,10.56,0.93,1.39
6421,11.18,2.6,2.28
6422,10.41,2.22,1.66
6423,36.63,4.05,8.03
6424,13.45,2.58,2.1
6425,3.43,0.26,1.83
6426,8.13,0.84,2.84
6427,13.39,2.89,9.31
6428,2.58,2.79,0.79
6429,13.44,2.89,2.98
6430,10.1,3.33,4
6431,5.59,0.82,0.78
6432,14.41,3.64,1.63
6433,19.41,3.26,6.79
6434,14.35,2.5,7.54
6435,11.2,0.65,2.37
6436,5.35,2.52,1.41
6437,14.78,2.29,4.4
6438,9.56,3.27,0.89
6439,10.48,0.64,2.79
6440,11.36,2.73,3.13
6441,19.18,1.73,2.4
6442,21.03,3.71,5.92
6443,8.6,1.29,4.88
6444,10.4,0.3,2.88
6445,7.96,2.9,3.9
6446,6.74,1.19,1.24
6447,13.78,3.27,4.36
6448,13.74,2.33,2.66
6449,12.56,2.06,4.04
6450,8.52,2.57,2.84
6451,21.12,3.15,8
6452,8.15,4.74,2.89
6453,18.17,2.54,2.84
6454,7.54,2.96,3.23
6455,14.29,3.82,3.47
6456,21.69,3.26,5.03
6457,14.76,4.5,1.95
6458,16.87,2.95,3.58
6459,17.92,3.48,3.18
6460,5.23,0.61,1.97
6461,12.24,3.11,1.29
6462,11.53,0.8,3.17
6463,10.49,1.07,2.92
6464,7.74,2.75,0.77
6465,17.24,2.86,4
6466,21.08,7.09,13.28
6467,17.67,1.68,3.08
6468,8.54,2.68,2.96
6469,4.26,1.77,0.84
6470,5.87,2.76,3.4
6471,14.42,0.62,2.36
6472,15.29,2.03,4.08
6473,6.03,2.45,2.18
6474,11.77,5.19,3.44
6475,10.71,2.28,2.63
6476,10.76,3.56,2.23
6477,21.02,3.03,3.95
6478,9.06,1.91,3.61
6479,12.27,3.31,2.84
6480,27.8,4.5,6.22
6481,5.27,2.35,2.6
6482,7.64,3.87,2.74
6483,5.95,2.36,1.75
6484,8.33,3.3,1.98
6485,24.69,3.44,5.73
6486,9.2,2.31,1.61
6487,15.12,5.38,4.16
6488,18.99,7.37,5.48
6489,13.49,3.02,1.72
6490,17.04,5.33,9.07
6491,17.56,3.47,2.62
6492,14.14,1.55,2.58
6493,12.09,1.92,3.35
6494,3.17,0.38,2.01
6495,10.63,0.3,3.53
6496,9.12,1.75,1.21
6497,9.39,0.89,1.89
6498,8.79,0.66,2.28
6499,9.52,3.14,3.8
6500,26.88,5.09,4.26
6501,7.84,3.06,1.99
6502,9.41,3.2,5.78
6503,13.21,2.02,4.66
6504,13.38,1.03,3.05
6505,8.14,3.32,4.22
6506,7.65,2.75,5.19
6507,6.2,1.13,1.31
6508,5.24,1.6,0.23
6509,8.96,3.08,5.02
6510,4.68,2.21,2
6511,13.52,2.35,12.66
6512,13.77,3.94,3.09
6513,9.46,3.02,1.34
6514,9.99,0.89,2.58
6515,13.5,6.55,4.6
6516,7.78,3.9,2.06
6517,12.96,2.74,2.84
6518,12.67,4.36,14.71
6519,6.35,0.76,2.14
6520,11.02,4.6,5.63
6521,2.94,1.26,2.02
6522,13.66,1.21,1.7
6523,14.02,4.24,10.91
6524,22.78,3.31,11.46
6525,25.04,4.95,8.47
6526,9.08,1.77,2.43
6527,22.2,4.45,5.98
6528,6.04,3.87,1.84
6529,8.96,0.89,1.72
6530,15.27,1.44,3.81
6531,16.88,4.39,8.81
6532,12.3,3.53,3.73
6533,0.71,0.59,2.09
6534,3.58,1.06,2.56
6535,2.31,1.92,2.11
6536,9.17,2.47,2.25
6537,10.98,1.44,3.34
6538,11.33,1.28,2.42
6539,6.46,3.15,2.78
6540,20.78,5.04,7.04
6541,21.33,3.1,3.49
6542,14.44,4.96,2.75
6543,7.36,1.93,1.37
6544,15.57,9.61,9.34
6545,15.94,2.86,4.15
6546,26.42,4.71,6.22
6547,4.49,0.84,2.52
6548,17.99,2.67,3.09
6549,21.83,4.2,7.47
6550,17.3,6.08,9.36
6551,11.23,5.96,14.62
6552,23.59,4.7,9.95
6553,2.35,4.32,2.25
6554,12.14,1.19,2.65
6555,9.21,1.4,3.21
6556,10.03,4.2,6.07
6557,7.95,3.41,2.83
6558,14.12,2.81,5.09
6559,5.06,3.09,2.32
6560,12.71,3.1,4.13
6561,28.77,4.53,5.82
6562,9.21,3.01,4.02
6563,15.95,1.66,3.17
6564,23.47,2.01,5.79
6565,5.39,2.41,2.08
6566,10.97,1.45,2.6
6567,7.47,0.95,2.72
6568,16.79,3.98,5.58
6569,15.56,2.39,1.83
6570,7.01,2.01,1.54
6571,12.58,6.38,5.26
6572,4.64,1.73,0.98
6573,14.95,1.55,2.29
6574,21.85,2.7,8.71
6575,8.86,0.81,3.94
6576,11.77,3.06,3.66
6577,17.7,2.24,2.48
6578,7,2.73,0.85
6579,3.75,1.62,1.23
6580,13.75,3.91,2.68
6581,7.47,1.07,1.62
6582,28.16,5.61,6.08
6583,12.89,1.37,6.59
6584,11.75,1.05,3.77
6585,17.53,3.32,4.09
6586,7.71,2.29,2.49
6587,8.9,1.13,1.67
6588,24.26,2.18,5.49
6589,5.09,2.65,1.84
6590,7.55,3.01,3.24
6591,7.67,0.88,3.2
6592,7.48,2.62,1.49
6593,3.35,3.89,4.21
6594,6.58,1.26,2.26
6595,13.95,6.21,2.63
6596,6.98,3.08,3.44
6597,13.16,2.02,2.68
6598,21.69,2.94,3.21
6599,9.87,3.55,2.2
6600,6.08,1.8,1.7
6601,25.58,21.13,13.27
6602,12.53,2.51,4.96
6603,6.86,4.5,4.45
6604,6.55,1.44,2.81
6605,10.01,5.04,3.51
6606,2.12,2.63,0.52
6607,15.03,2.47,7.49
6608,21.86,4,9.99
6609,11.57,2.28,1.63
6610,11,1.32,1.46
